"","cell1","cell2","cell3","cell4","cell5","cell6"
"spot 19",0.261867896548734,0.0698506908292026,0.0228458579624387,0.086643443288531,0.0716927186557621,0.487099392715332
"spot 20",0.0911659246334039,0.190758286363197,0.0339645185269597,0.182905377468076,0.187628852770034,0.313577040238329
"spot 21",0.00434311064280126,0.164656451315604,0.145096402788013,0.0915752898095079,0.128357037577447,0.465971707866627
"spot 22",0.0511284344338889,0.0577228714224019,0.0560250927871151,0.146965786881214,0.233412388911866,0.454745425563514
"spot 23",0.0130612885584247,0.0880753171757236,0.100891460237963,0.148279494881531,0.338340821055352,0.311351618091005
"spot 24",0.119365924114756,0.0835336417081961,0.124501628735613,0.143823526768063,0.165831105196601,0.362944173476769
"spot 25",0.00941551756139509,0.0657622282117367,0.106029793023789,0.283603601599643,0.186799792067149,0.348389067536287
"spot 26",0.00487740622109614,0.0505633894610246,0.201472148924526,0.253294070199093,0.244563132733888,0.245229852460373
"spot 27",0.0546487716493959,0.136961345420879,0.0953104622976715,0.248612482605267,0.195133064095981,0.269333873930806
"spot 28",0.0125350376133902,0.0497362330934646,0.0810558850792361,0.32992958036037,0.242536454530968,0.284206809322571
"spot 29",0.00901323529460737,0.0877932165063605,0.0809079728174166,0.141117124780642,0.270975489123185,0.410192961477789
"spot 30",0.054428040413434,0.0569308535700776,0.147940445401435,0.22712051119592,0.169832126575746,0.343748022843387
"spot 31",0.0329735590377535,0.0233783086694906,0.116866718248932,0.208252072671338,0.261127229917457,0.357402111455029
"spot 32",0.0138478940270533,0.0149450402251575,0.0775409784278296,0.156253273912761,0.330739799718664,0.406673013688535
"spot 33",0.0819651375573137,0.0785107444154419,0.106088695724356,0.33489129028553,0.360061788070689,0.0384823439466699
"spot 34",0.144152422242454,0.385015664339993,0.388356329368121,0.0267324615714979,0.0485846910793352,0.00715843139859926
"spot 35",0.102022153777954,0.133789776054281,0.513360505418432,0.0695324285467852,0.146125278858665,0.0351698573438839
"spot 36",0.108538373711602,0.0547449748647276,0.139055939437122,0.190448044780629,0.123740557569638,0.383472109636281
"spot 37",0.255878739836027,0.0847722100400188,0.193274337195042,0.338577367630568,0.116954412642998,0.0105429326553464
"spot 38",0.347790831453497,0.047985240728406,0.121325410378734,0.132325323645559,0.075737323138988,0.274835870654816
"spot 39",0.0727671470999489,0.0932344614674244,0.00575542978010064,0.0637006718174621,0.760441276963565,0.00410101287149845
"spot 40",0.0810969245147394,0.177009263410682,0.0793987350724884,0.420846172639949,0.118701502400963,0.122947401961179
"spot 41",0.250463857373067,0.132439563171785,0.0539423263157098,0.176591515436719,0.14699183282048,0.239570904882239
"spot 42",0.0437411616399911,0.0231543227608164,0.0703424103346003,0.736498758339469,0.0938693388144389,0.0323940081106847
"spot 43",0.200603365612922,0.0782801011017162,0.195120896436517,0.218831985040492,0.187639919158875,0.119523732649479
"spot 44",0.203146630064488,0.000837073399890954,0.177548990068319,0.145691579344415,0.443059233209607,0.0297164939132811
"spot 45",0.148831710946887,0.143925046231646,0.0575032599506638,0.303627632499753,0.0761938132254186,0.269918537145631
"spot 46",0.324388757430012,0.0483506131534239,0.386091723353828,0.0404481331526787,0.187410944136509,0.0133098287735489
"spot 47",0.313282808222102,0.0696067149920779,0.205068234062138,0.365430047257445,0.0408087140456468,0.00580348142059072
"spot 48",0.0826901666005359,0.0605668484606549,0.11815911189805,0.171470909535138,0.431754828623876,0.135358134881745
"spot 49",0.113318143491728,0.120461443130291,0.135855028383566,0.017664976060339,0.428989739996385,0.183710668937691
"spot 50",0.462157086832639,0.0479852000241895,0.112522423534162,0.137577136485579,0.0234784964000608,0.21627965672337
"spot 51",0.129108976134322,0.130884725308515,0.143354472614948,0.327862464079172,0.220721968410797,0.0480673934522461
"spot 52",0.195511361708165,0.387973641125209,0.192988063763759,0.0468128984315979,0.170562994553378,0.00615104041789094
"spot 53",0.000811215621624115,0.053124264353249,0.0988490149969201,0.304919581988251,0.288870350407241,0.253425572632715
"spot 54",0.0302764227527476,0.0616658029695337,0.0990749679335951,0.123070194084839,0.203651297257045,0.48226131500224
"spot 55",0.0564495146595606,0.105187765526777,0.112044381037789,0.189677566532888,0.243946580280854,0.292694191962132
"spot 56",0.0388508233409334,0.121101649500115,0.0692156412160883,0.250939696589848,0.282381168686902,0.237511020666113
"spot 57",0.00251239374949671,0.0658671570656951,0.209975291232567,0.191162770804033,0.288341447712396,0.242140939435812
"spot 58",0.0123142728105248,0.0924822296431479,0.094715548601702,0.13380260687414,0.299650396881681,0.367034945188804
"spot 59",0.0408319346864425,0.0836655257960622,0.182675714038366,0.155228710795301,0.347471483804854,0.190126630878974
"spot 60",0.00960697908262752,0.0513514648348881,0.140418169850694,0.293530679544481,0.21068071842919,0.29441198825812
"spot 61",0.0109714448239121,0.055127914431058,0.204650982352664,0.150066846259765,0.283690678617746,0.295492133514855
"spot 62",0.00698217588181535,0.159562596974951,0.129510628126109,0.094301329191486,0.310263973901094,0.299379295924545
"spot 63",0.0124483495011612,0.191722092980776,0.067879464551627,0.154651983163359,0.22154259953189,0.351755510271186
"spot 64",0.0320462706515073,0.142486043945258,0.115525292511939,0.248568431524367,0.104344521402004,0.357029439964925
"spot 65",0.578679385671608,0.0612811021954059,0.09728295105422,0.0111439802795904,0.0796733162923448,0.171939264506831
"spot 66",0.17232376557822,0.165960120487353,0.205872354958885,0.0897071822734263,0.195836447812879,0.170300128889237
"spot 67",0.209293723711244,0.0519608514351291,0.109753438575751,0.298894788183222,0.0405215810901603,0.289575617004494
"spot 68",0.310757383205179,0.0609974521669307,0.092987768352683,0.197586169405187,0.289087577322726,0.0485836495472949
"spot 69",0.226587542129086,0.0644477957967929,0.113765589062564,0.311106623723052,0.16183533367691,0.122257115611595
"spot 70",0.107533337121246,0.0244465317979321,0.0903491121602644,0.285736605409049,0.179796420810357,0.312137992701151
"spot 71",0.218864253362962,0.0821947121282769,0.514402520167118,0.0296158269407368,0.0362146665597722,0.118708020841134
"spot 72",0.230627207788213,0.0795657753845759,0.021202488346858,0.089192475769486,0.105892604283388,0.473519448427478
"spot 73",0.037157531597349,0.265863387159346,0.0626253133688311,0.000721268568692846,0.353848543465826,0.279783955839955
"spot 74",0.258173470639516,0.0648382253393602,0.319650276604031,0.108117480798343,0.147693611253397,0.101526935365353
"spot 75",0.568014252386171,0.180298592111451,0.00211587575442406,0.0200194695400015,0.00234911649822409,0.227202693709729
"spot 76",0.0193458877064783,0.0482655541403849,0.114639951407929,0.0479948385184701,0.615589315724035,0.154164452502702
"spot 77",0.00128479789175297,0.468665236423439,0.140444133900295,0.085474015086594,0.132248286199813,0.171883530498106
"spot 78",0.0201774161654376,0.531490144387788,0.103744106895066,0.147725355254128,0.0948111804772025,0.102051796820377
"spot 79",0.0223928409158381,0.0534119545785174,0.0288862955325722,0.444536554708677,0.41498283780757,0.035789516456825
"spot 80",0.153199614454553,0.578698418900278,0.106180456446987,0.0474137296990065,0.0688037473903425,0.0457040331088333
"spot 81",0.0509295578871833,0.356556408725693,0.301057438457428,0.0774754648694342,0.0392311944708647,0.174749935589397
"spot 82",0.143509737255576,0.227678532729053,0.165410033193256,0.0301750989496724,0.305086868156932,0.128139729715511
"spot 83",0.125517806797434,0.0915887339756883,0.110493010169236,0.121928474235513,0.200328423850725,0.350143550971404
"spot 84",0.0552378207637282,0.260896767279819,0.021611856576112,0.00127316217647601,0.334140000076599,0.326840393127266
"spot 85",0.0426649437677294,0.0229375657857038,0.0975153490473173,0.172494739693859,0.32127653689103,0.34311086481436
"spot 86",0.0243537213356406,0.137486160523007,0.103060356820667,0.172907810320347,0.264590768009674,0.297601182990664
"spot 87",0.0168584994879537,0.0368202648285081,0.26261969552677,0.117849578441292,0.202030012693343,0.363821949022133
"spot 88",0.0855476740389921,0.072839221646841,0.0611775317007353,0.277600525432764,0.16221205365344,0.340622993527228
"spot 89",0.0522362720577262,0.150734274774745,0.174802883247816,0.180797535819518,0.129818960961301,0.311610073138894
"spot 90",0.00180842318536156,0.00969444655832257,0.115755364700106,0.204113688025517,0.270376588750034,0.398251488780658
"spot 91",0.0530227883974792,0.095826223306065,0.170281773321332,0.154355313629063,0.261446936795467,0.265066964550594
"spot 92",0.012154526929309,0.120307233342903,0.169161407258121,0.228200179166954,0.1697911258609,0.300385527441813
"spot 93",0.0285629659298761,0.0411442613960377,0.179066512022902,0.114521228877364,0.345299517375442,0.291405514398379
"spot 94",0.0508223947957849,0.0660596006043415,0.178596139493694,0.148075752451766,0.348920419567353,0.20752569308706
"spot 95",0.0348111482271184,0.0359028374968024,0.12507024403793,0.14012932506358,0.206855281873503,0.457231163301066
"spot 96",0.000352716710655422,0.127080190996068,0.198067034287379,0.229327373134381,0.228979446633456,0.216193238238061
"spot 97",0.111892080734844,0.303225485613012,0.033535285778439,0.158446569398073,0.142691737825636,0.250208840649995
"spot 98",0.0965678447317194,0.144838876751968,0.0542946132870148,0.14268305680701,0.0834964996533941,0.478119108768894
"spot 99",0.00660459482018375,0.385647355578999,0.0706371837879151,0.308130461511721,0.082555724225967,0.146424680075214
"spot 100",0.0406409422040197,0.175130116616522,0.396488356175669,0.16273759421682,0.0475895429904109,0.177413447796558
"spot 101",0.0777026775664329,0.0896295214859758,0.255976674891454,0.111392707359126,0.394681567218287,0.0706168514787243
"spot 102",0.138071049342558,0.147654693172747,0.142458912565845,0.237897352210787,0.28632361382909,0.0475943788789736
"spot 103",0.404333417130911,0.0562317665893512,0.0752267593039611,0.427256567913047,0.00259059080234505,0.0343608982603842
"spot 104",0.432947350496333,0.0210116233275507,0.116874005582917,0.16264815474299,0.0457243558664566,0.220794509983753
"spot 105",0.0195335791172909,0.0178474929477523,0.50421219685771,0.296304714548786,0.0277812085787774,0.134320807949683
"spot 106",0.0512446325633948,0.00434757840342889,0.0907713118881026,0.261428109805329,0.455404207842327,0.136804159497418
"spot 107",0.0790356787162418,0.133759897324311,0.00322881507262857,0.218726485514422,0.346258021049693,0.218991102322704
"spot 108",0.0158001660683067,0.107431868666014,0.372100988068594,0.0581087794096391,0.168446131768374,0.278112066019073
"spot 109",0.0115222713307527,0.0951351577299497,0.33176473403241,0.282230231974808,0.118594381727777,0.160753223204303
"spot 110",0.00170860517295768,0.207428232329813,0.210797143662465,0.122869841292445,0.0781135939660038,0.379082583576315
"spot 111",0.00401913368615153,0.00083881160961829,0.0348179014618258,0.0228021872738947,0.494903115593748,0.442618850374761
"spot 112",0.0124033127267854,0.333537238596193,0.0403768332857365,0.125070829958338,0.263167242432107,0.22544454300084
"spot 113",0.426100468049372,0.0326122297741062,0.142770190138471,0.00536809342666957,0.125306694706351,0.26784232390503
"spot 114",0.195406026612194,0.257674710791206,0.28581848133212,0.0859014494621741,0.0166567861283872,0.158542545673918
"spot 115",0.0646033825007864,0.144781205456863,0.128368774010892,0.149345641567975,0.277554628991086,0.235346367472397
"spot 116",0.187119155144306,0.098679857102738,0.330625079415738,0.0343080918768166,0.0122555171374572,0.337012299322944
"spot 117",0.0364472864859838,0.0860834600797422,0.234563560306184,0.0915851842961127,0.198504006652166,0.352816502179812
"spot 118",0.0013513822274167,0.0265128715128793,0.142623602285611,0.147208421381029,0.264394532109474,0.41790919048359
"spot 119",0.0262086145372459,0.0499686208524146,0.0903425652209094,0.221802008645338,0.309930492047179,0.301747698696913
"spot 120",0.0387217862037209,0.0548893360059326,0.141930475906676,0.154941781785062,0.14670416113065,0.462812458967958
"spot 121",0.0473134604053697,0.0209045419325799,0.138758500396866,0.155721417824053,0.339429142767977,0.297872936673155
"spot 122",0.0101498826995046,0.0468174565860625,0.193307849298943,0.276208397158924,0.258310887159513,0.215205527097052
"spot 123",0.0514011312570969,0.0698238104535326,0.0992938056875358,0.234298851696089,0.253773463490711,0.291408937415034
"spot 124",0.0175637888120248,0.107968078636487,0.0979028169248254,0.157575249631166,0.201330811862868,0.417659254132629
"spot 125",0.000120013523568758,0.159645749489603,0.0796510104330963,0.130722326143017,0.229411944683613,0.400448955727103
"spot 126",0.00532641335792347,0.0208354741540958,0.0909895030379213,0.243068004912048,0.380768785353759,0.259011819184252
"spot 127",0.0306083294676998,0.140531821206431,0.0876461466109849,0.146173946153396,0.0988425116712934,0.496197244890195
"spot 128",0.0252683680386508,0.221469912561807,0.138755695291074,0.213021704137701,0.167652032396324,0.233832287574443
"spot 129",0.209501916396266,0.315997629140068,0.00908625649125698,0.285683391433729,0.130901226170019,0.0488295803686613
"spot 130",0.0853822446099786,0.0708012945794092,0.0560055338578567,0.503830184349199,0.0225625149077231,0.261418227695833
"spot 131",0.0210648981070852,0.0216655437577443,0.402466672363821,0.130967959997191,0.392220652238127,0.0316142735360317
"spot 132",0.0330214991132886,0.0230681607911603,0.223082060299094,0.0351823301527048,0.223908972592432,0.46173697705132
"spot 133",0.118199664255752,0.221514362771556,0.151174504649953,0.124386036671235,0.118068635221748,0.266656796429756
"spot 134",0.26564926171909,0.0279415398280564,0.138205203393968,0.0390088453588696,0.29071891255222,0.238476237147796
"spot 135",0.137508915319447,0.508428299957915,0.0107699882046428,0.232482742306316,0.0894301072986482,0.0213799469130302
"spot 136",0.124678095723784,0.32368401637269,0.0991728457844085,0.0272153632942021,0.0948109416234461,0.33043873720147
"spot 137",0.0256506690088869,0.0550473230289226,0.0516572329308509,0.336839169197159,0.492417874060214,0.0383877317739665
"spot 138",0.296519783967008,0.028976906342224,0.46475796507786,0.0760959314920446,0.117047850453677,0.0166015626671856
"spot 139",0.145680387338231,0.183250383823852,0.00162794460636808,0.182505510529943,0.114830812211661,0.372104961489945
"spot 140",0.00535093983297761,0.159607831347285,0.015523086926114,0.307502368453541,0.0609034426927018,0.451112330747381
"spot 141",0.453685760790108,0.0712178889388707,0.208525212617599,0.0413891535656203,0.0795522892211897,0.145629694866612
"spot 142",0.0525303125173628,0.0372582478411119,0.217748654672669,0.106871271129193,0.230071164075404,0.355520349764259
"spot 143",0.0361516017463843,0.135152301866458,0.0123675490901733,0.527722286788072,0.164377016392033,0.124229244116879
"spot 144",0.307093605544072,0.238085436589279,0.0563244808927026,0.0772011005877207,0.291040347569534,0.0302550288166912
"spot 145",0.3736476007601,0.0790246043209096,0.221978767171494,0.16199154591273,0.00206046929870731,0.16129701253606
"spot 146",0.0404380119226025,0.0944491190052124,0.0957934607032367,0.0228047437076663,0.634721592640488,0.111793072020795
"spot 147",0.441755443706829,0.0581807599873737,0.112974675847457,0.115521443568217,0.130246152518094,0.141321524372029
"spot 148",0.359527371914886,0.123139074176958,0.28532720157242,0.00226885245281539,0.0517268491903188,0.178010650692602
"spot 149",0.00532878228195476,0.0809787652548053,0.057800438563211,0.161388216824743,0.410317406215081,0.284186390860204
"spot 150",0.0700822102718606,0.0193636402617713,0.209019501250323,0.210110593980178,0.197225606151073,0.294198448084794
"spot 151",0.0193212818881701,0.0924601198197137,0.116831446400213,0.180630013180602,0.323345124000029,0.267412014711272
"spot 152",0.0213604438707263,0.107619264759997,0.0976065655415638,0.147804464499655,0.327080995696723,0.298528265631335
"spot 153",0.0434803463687018,0.0555946569312775,0.224945192562237,0.304481682607108,0.0992327458978295,0.272265375632846
"spot 154",0.0241830806788327,0.0412382900731328,0.199123188131288,0.176778521348322,0.209704683434548,0.348972236333876
"spot 155",0.06930172120733,0.0666044468657389,0.131485680064246,0.139504941812297,0.349600270698646,0.243502939351742
"spot 156",0.0115587252338839,0.15159455565733,0.184941191404299,0.224946492928784,0.181809160634304,0.245149874141399
"spot 157",0.0362867864747921,0.111197177420139,0.14119756075292,0.123626927376544,0.311579101885015,0.27611244609059
"spot 158",0.0468671055079759,0.0199882749738672,0.125444618957952,0.18822236739105,0.359094730656454,0.2603829025127
"spot 159",0.0333329839941341,0.0213943160494948,0.166535754026882,0.212486198763,0.340616744468507,0.225634002697983
"spot 160",0.00779400691009715,0.0616826725598335,0.25705682537508,0.227043682793965,0.268475245008947,0.177947567352077
"spot 161",0.288993708822137,0.028554824243153,0.0897970643997124,0.180134877235289,0.200381566946311,0.212137958353398
"spot 162",0.0499056047730521,0.285174960173967,0.0961032348778691,0.106138002337067,0.0627955107803786,0.399882687057665
"spot 163",0.230334351508634,0.0211462033733733,0.108821743667859,0.100495678859627,0.0691199696189472,0.47008205297156
"spot 164",0.0426676613189851,0.0504909424233243,0.149747047218894,0.0573039925215463,0.242421973249582,0.457368383267668
"spot 165",0.0394383448728712,0.170397457978943,0.48563825681107,0.0506694917223122,0.0494944211517093,0.204362027463094
"spot 166",0.141063516456073,0.162644391345347,0.109547026957036,0.110175862889395,0.395733863348985,0.0808353390031627
"spot 167",0.0842377432114357,0.578174024358282,0.280879545971379,0.0432357903948854,0.0020027724258159,0.0114701236382018
"spot 168",0.0845392898735407,0.211051703503937,0.0590347853551067,0.0270560128241089,0.49525096995854,0.123067238484766
"spot 169",0.34950826903853,0.0309157936002301,0.114013642415227,0.212770764470751,0.0799128934086747,0.212878637066588
"spot 170",0.395793678497808,0.0564172142796718,0.051728134812526,0.145242987208719,0.071800110406195,0.27901787479508
"spot 171",0.159289630098276,0.0264103416135338,0.315692825133557,0.0678823364611036,0.221810929467129,0.208913937226402
"spot 172",0.0996855604924,0.282202868970501,0.160365295533179,0.193493993625488,0.158704959624373,0.10554732175406
"spot 173",0.0386644286713075,0.14189345880723,0.058433209038769,0.299198273405045,0.334468576125121,0.127342053952527
"spot 174",0.0224719830326792,0.238362766242818,0.175845189894549,0.0834154128179251,0.129376043277859,0.35052860473417
"spot 175",0.255428197589629,0.0436523304347776,0.335251609790965,0.277111577380951,0.0115310748502185,0.0770252099534592
"spot 176",0.0345929010480338,0.0583426330847049,0.250000982038762,0.027925528718079,0.540134476161909,0.089003478948512
"spot 177",0.209286898237034,0.0823709873833929,0.00137467826335271,0.228007415387089,0.130718309748406,0.348241710980725
"spot 178",0.0777435245203121,0.144179367902486,0.0536818594225439,0.13985316804267,0.505755780891352,0.078786299220636
"spot 179",0.228096762090558,0.176436981036537,0.101099542354915,0.0809069123274317,0.122501614061149,0.29095818812941
"spot 180",0.504260217332508,0.187384690852085,0.0405670576578775,0.00176693930645836,0.0202479450862434,0.245773149764828
"spot 181",0.00752052328575309,0.192042689166192,0.194752960166782,0.249449748403312,0.243658135813844,0.112575943164117
"spot 182",0.0128431384824943,0.0352615427836209,0.236321606185345,0.242025009377274,0.230722400983525,0.242826302187742
"spot 183",0.0187314100462251,0.0417164978249495,0.16037469492923,0.18396688564724,0.314979095377391,0.280231416174964
"spot 184",0.0156023845571511,0.0807765085971183,0.136778166382604,0.153973177801879,0.20782880445571,0.405040958205537
"spot 185",0.00780831237813972,0.0712071297643965,0.227281027783106,0.0855523363384141,0.34072384556861,0.267427348167333
"spot 186",0.0139424000983679,0.114450369671085,0.157449801006231,0.17007711709134,0.250524340532583,0.293555971600394
"spot 187",0.0654279234447713,0.0980396954018764,0.0666636678105723,0.225998584370935,0.263782675323297,0.280087453648548
"spot 188",0.0251038568360193,0.0634820589545183,0.0281501720913947,0.303535748321605,0.271631075582518,0.308097088213945
"spot 189",0.0043369181915775,0.0392245302564847,0.0506180876083072,0.189529107374072,0.507085725793572,0.209205630775986
"spot 190",0.0202235684301734,0.0480665663178672,0.101275029395326,0.232535791184271,0.199029049334749,0.398869995337613
"spot 191",0.0396056373680402,0.117797989023393,0.138802641591992,0.212610918239824,0.115066925240336,0.376115888536415
"spot 192",0.00377248497008493,0.11840610186528,0.173469796393046,0.149803671371011,0.175519910494392,0.379028034906187
"spot 193",0.310518812273602,0.299651490174073,0.00813189390263259,0.0462129904755597,0.169095766894138,0.166389046279993
"spot 194",0.113650831246721,0.0698162610046133,0.465211918544663,0.1179294857752,0.143988973009472,0.0894025304193308
"spot 195",0.270301068650662,0.341379760469139,0.113882751271597,0.122188683934739,0.0519166120303996,0.100331123643463
"spot 196",0.320070773310691,0.269393157462039,0.0873623310870408,0.0891826763874105,0.148267830049175,0.0857232317036434
"spot 197",0.14045487991772,0.268219724560205,0.00236370539650031,0.116509173708415,0.0244826518503105,0.44796986456685
"spot 198",0.00544218445518704,0.358700124841313,0.0587359689878489,0.0751371826877399,0.172941421874079,0.329043117153832
"spot 199",0.0494665629505721,0.0937871361250704,0.0720436207595466,0.387242729879534,0.39380827834569,0.0036516719395868
"spot 200",0.36028521277356,0.305190249490403,0.163658718067978,0.0142622527535627,0.0192087695430308,0.137394797371465
"spot 201",0.320766001890307,0.0640276454270009,0.134934608143608,0.239742089538577,0.0477360469949866,0.19279360800552
"spot 202",0.227511969202736,0.060850254962484,0.240172410746952,0.0201580151786489,0.0249577060329995,0.426349643876179
"spot 203",0.256738013036008,0.0228091036351048,0.228520646333311,0.0651482387489433,0.264353318419297,0.162430679827336
"spot 204",0.0273128288235501,0.0248792031047566,0.157993527325899,0.0486218847937512,0.579255262580198,0.161937293371845
"spot 205",0.128414562741726,0.0244011095347431,0.195286514799395,0.0233456378573013,0.518174102421443,0.110378072645392
"spot 206",0.0289751355668826,0.164938402596064,0.320160240814433,0.0247403889020229,0.168444588138936,0.292741243981661
"spot 207",0.109340241547027,0.21730521428644,0.266055380612747,0.219664092768339,0.0381326764177818,0.149502394367666
"spot 208",0.0545268104699308,0.259985464933852,0.0218195545917429,0.222230627254883,0.333510359972252,0.10792718277734
"spot 209",0.123149770668937,0.099889677621541,0.0810842796714983,0.496765571804017,0.197289277056314,0.00182142317769225
"spot 210",0.320354363325638,0.189594592426103,0.179737240313691,0.01471578244954,0.173546994350222,0.122051027134805
"spot 211",0.206556562218223,0.0343587470751856,0.0511971098738301,0.208642410993253,0.214249297939129,0.284995871900379
"spot 212",0.0307717222847661,0.191558988828322,0.176143922809278,0.375541235227137,0.067291583228849,0.158692547621649
"spot 213",0.0087797589589293,0.0612939559779965,0.119605614519932,0.233478827794721,0.268957869491117,0.307883973257305
"spot 214",0.0126981490773782,0.0704227648639631,0.0887561742722342,0.181867336457597,0.182871593792162,0.463383981536665
"spot 215",0.0726826226868694,0.0753598544336243,0.0741152452722041,0.152499423606031,0.187062019222887,0.438280834778384
"spot 216",0.0486080758758825,0.0961367927091187,0.0484029186843804,0.0953292821706905,0.323038850780856,0.388484079779071
"spot 217",0.00534883072197575,0.06554697680144,0.243129118235469,0.185800722779998,0.144746663094891,0.355427688366226
"spot 218",0.0586021516274787,0.0671009643726687,0.102106731917253,0.219693501749055,0.247423586236496,0.305073064097049
"spot 219",0.0473441942262823,0.0350649505763254,0.239377345036572,0.259421821628566,0.122980263398341,0.295811425133914
"spot 220",0.0787070809171028,0.0624564596889789,0.173347205179001,0.143574950273909,0.133713910325883,0.408200393615125
"spot 221",0.019331181954991,0.0830642222100175,0.242834787569112,0.108480906651647,0.260859498279527,0.285429403334705
"spot 222",0.104065936709844,0.141648880827829,0.086516290992819,0.138572205169404,0.184594358098978,0.344602328201126
"spot 223",0.0012253712052247,0.0146469107846524,0.113362816943145,0.305268426732908,0.163583599214685,0.401912875119385
"spot 224",0.0118843964322553,0.080871902736606,0.153328578210741,0.298494935057087,0.142365513036593,0.313054674526718
"spot 225",0.185146821475314,0.026109961244637,0.103064021303764,0.0332475932270835,0.177298172096665,0.475133430652537
"spot 226",0.0209210500248602,0.463880605439607,0.0838746480909181,0.12548786576798,0.0993652008355916,0.206470629841043
"spot 227",0.04118972946467,0.407636254858004,0.131008493820203,0.0672513515213751,0.0490672042164279,0.30384696611932
"spot 228",0.0910905463706433,0.0805622188249862,0.0964673603889753,0.167889459949051,0.457549822649728,0.106440591816616
"spot 229",0.0253782949886609,0.0699096480721771,0.00289044397424916,0.049271609373522,0.634892582084833,0.217657421506557
"spot 230",0.495273865703097,0.0423559874216586,0.235606780319689,0.0208012999839331,0.141963923460755,0.0639981431108675
"spot 231",0.389563375751553,0.012478074064345,0.219577415526975,0.0852238290041327,0.236983277530996,0.056174028121998
"spot 232",0.100770927614192,0.164579173789493,0.109876642582784,0.229493977599379,0.141466417127255,0.253812861286898
"spot 233",0.242651538911022,0.133530607496102,0.227554650841758,0.0304743041532118,0.228344099592008,0.137444799005898
"spot 234",0.288439534247745,0.0340595412058285,0.331445821506998,0.0364821251796811,0.245102641863018,0.0644703359967293
"spot 235",0.0317306716136737,0.0383887506736957,0.196874533850585,0.0413792702297067,0.308299158200311,0.383327615432029
"spot 236",0.0721783802079174,0.182632621672279,0.299063009131423,0.321711957491775,0.0668239499943255,0.0575900815022804
"spot 237",0.00619014603346633,0.116915149174239,0.164448879383565,0.0351404494626588,0.605436283088904,0.071869092857167
"spot 238",0.0715143807245987,0.190025646295882,0.58037211942878,0.0477780681647352,0.0990901653113488,0.0112196200746553
"spot 239",0.250601538422904,0.0834400042009241,0.132443059349782,0.0202760908385334,0.0303102947650435,0.482929012422813
"spot 240",0.0377345351235829,0.0710224687381062,0.188210448169061,0.0636476684911455,0.303088324374054,0.33629655510405
"spot 241",0.0147939280601013,0.0263828728849222,0.300102521997931,0.192071961623078,0.450140623850593,0.0165080915833741
"spot 242",0.156032261027317,0.179561547229961,0.146094904499299,0.197177815935719,0.0484686039086853,0.272664867399018
"spot 243",0.0602230601085807,0.100825799438878,0.109158958655759,0.0723208665118555,0.323597006527167,0.33387430875776
"spot 244",0.167091168083692,0.311012300070971,0.0257634469620645,0.161561149729837,0.163196391805057,0.171375543348379
"spot 245",0.0197705324794583,0.158191591649943,0.0758165460312961,0.205985806697553,0.144732979449084,0.395502543692665
"spot 246",0.0119172101792581,0.0217447221055692,0.0948257596964374,0.163449565415845,0.421473730237124,0.286589012365766
"spot 247",0.0491028440663168,0.0527039004356483,0.174041673026682,0.103365401287029,0.317773168958199,0.303013012226125
"spot 248",0.00956037649687342,0.11833840553554,0.0801648088788816,0.0924923995785574,0.300098945728962,0.399345063781186
