"","cell1","cell2","cell3","cell4","cell5","cell6"
"spot 45",0.137539439914036,0.171999459988448,0.0150023922329265,0.521988962946579,0.092305537155962,0.0611642077620486
"spot 46",0.227412404755018,0.107279931431158,0.100552826804929,0.186896442375258,0.212006038797703,0.165852355835935
"spot 47",0.32040077722738,0.223513715867306,0.155979113228734,0.0662079986910689,0.120942786839563,0.112955608145948
"spot 48",0.0197492960716786,0.826891161083582,0.032317293330366,0.0688948747417742,0.0204002840018916,0.031747090770708
"spot 49",0.0897693828042693,0.0210827850807691,0.171226315535215,0.131370118972037,0.365090069678271,0.221461327929438
"spot 50",0.0667688707465185,0.0224384011739115,0.247000236138467,0.0996803452034317,0.291648249849221,0.272463896888451
"spot 51",0.00886957302722172,0.0259733210223219,0.0255903337613277,0.241389704559269,0.161703386334237,0.536473681295622
"spot 52",0.0937286622783927,0.0858783742477885,0.407837582497879,0.145712676185045,0.142219569580722,0.124623135210172
"spot 53",0.00316816869229514,0.152330861371381,0.114667410669412,0.152099309893981,0.213246952309482,0.364487297063449
"spot 54",0.0129857913746236,0.0511488826652093,0.153879352834757,0.19534838698464,0.252671538585145,0.333966047555625
"spot 55",0.103885797927289,0.0296215372528101,0.117957280345322,0.140154126824042,0.344178706296448,0.264202551354089
"spot 56",0.00328852954685749,0.0935163726211387,0.107848867944899,0.24987355585857,0.202858872035506,0.342613801993029
"spot 57",0.00878629761969212,0.0628038034975256,0.0896955872634124,0.198161955621296,0.167025517387092,0.473526838610982
"spot 58",0.00503326191696723,0.0316644491339848,0.325159302263465,0.172635176898441,0.246671819730619,0.218835990056524
"spot 59",0.0860981424526944,0.0821736329450401,0.167884510505146,0.0785897964436791,0.338286041322049,0.246967876331392
"spot 60",0.0309654697647134,0.112601880985899,0.134754359422581,0.153309194322257,0.260458648196905,0.307910447307645
"spot 61",0.0434241624454081,0.0581615684185822,0.119296205466111,0.131523425040852,0.321072576795113,0.326522061833934
"spot 62",0.00730097368057642,0.110336078523805,0.272245787535378,0.123160691221162,0.221079727578147,0.265876741460932
"spot 63",0.0340754381104453,0.183330264948715,0.141073805526017,0.184109790101147,0.207295395121456,0.250115306192219
"spot 64",0.00629265068721393,0.0420134941039291,0.169618994133931,0.20365894154829,0.20732307714601,0.371092842380626
"spot 65",0.041381100081816,0.124993700777829,0.626679899676869,0.0594030556655456,0.0306777310275287,0.116864512770411
"spot 66",0.436541359299727,0.0925435353141569,0.0233183122137997,0.171853685183035,0.258002270590256,0.0177408373990254
"spot 67",0.238641156738731,0.0181347927131071,0.00590836557839724,0.33198535260968,0.254123343570133,0.151206988789951
"spot 68",0.0255560984935898,0.108863083214826,0.193416463666156,0.0458140161981798,0.437683110811813,0.188667227615436
"spot 69",0.101910651912226,0.0637090590931801,0.170376218149327,0.371051032605263,0.0143861199752093,0.278566918264795
"spot 70",0.217547418174749,0.0445563778621287,0.324625151216883,0.0297583444315393,0.346066719701326,0.037445988613374
"spot 71",0.182586480671894,0.258938308830047,0.0189085662834154,0.402613387217811,0.00103898903011896,0.135914267966713
"spot 72",0.143961360473281,0.030750790076036,0.322035109159873,0.412504723036468,0.0569416710808929,0.0338063461734498
"spot 73",0.195101160684821,0.148534979173878,0.128774968543098,0.0544452619216233,0.272647225071769,0.200496404604811
"spot 74",0.0332699130586267,0.412187705344294,0.0052112496553373,0.177681933121049,0.212146459903194,0.159502738917499
"spot 75",0.195281504882998,0.0655674751095433,0.0191872952896596,0.0870582426804926,0.248265431502059,0.384640050535248
"spot 76",0.106993909288558,0.0526104337138032,0.185799786976157,0.285309269996556,0.229117965125382,0.140168634899544
"spot 77",0.123253776074119,0.0483615065911876,0.0542021238391732,0.344876106400098,0.308668376777432,0.12063811031799
"spot 78",0.0460789170583953,0.417319148072078,0.0431960256378475,0.313117047643574,0.0199018740653199,0.160386987522784
"spot 79",0.26209443899249,0.0108719069788469,0.369933932058984,0.0503695259513797,0.00821897030390509,0.298511225714395
"spot 80",0.251216488010986,0.191659740686363,0.285038310373704,0.008450318948396,0.194982744489759,0.0686523974907913
"spot 81",0.379071981023333,0.113548872106928,0.123600697512735,0.248277685634775,0.0263332644644986,0.109167499257731
"spot 82",0.0912556478316725,0.103350023169956,0.00197900449111038,0.268568400611044,0.395069824661226,0.139777099234991
"spot 83",0.132734170682979,0.13788101902609,0.247452218298406,0.164151533776971,0.0786770954206025,0.239103962794951
"spot 84",0.108406645591595,0.0057674938099711,0.0639957505123441,0.0693042959982965,0.343197494766298,0.409328319321495
"spot 85",0.028746891222306,0.0574564317717007,0.139678317156692,0.197033652264587,0.192901526465783,0.384183181118931
"spot 86",0.0272618510732683,0.0574483374247669,0.17327027396751,0.216189169356458,0.157958530225406,0.36787183795259
"spot 87",0.0751584013896679,0.101398448365418,0.119015728124719,0.193233878403564,0.170704806759715,0.340488736956916
"spot 88",0.018581733114826,0.05614370301683,0.154099725002345,0.222710501978253,0.21893075929211,0.329533577595637
"spot 89",0.0101478435895778,0.0832670480467168,0.0730308500192301,0.194116255824453,0.197972996566229,0.441465005953793
"spot 90",0.0173661855419393,0.0736135343298596,0.231084667403864,0.151023930234113,0.182906844438792,0.344004838051433
"spot 91",0.0170934389668514,0.129356144916117,0.0676205965015772,0.290136176092792,0.242203952920246,0.253589690602416
"spot 92",0.0354184035121087,0.0710089751465522,0.155349568470859,0.132244943693719,0.373979355952706,0.231998753224055
"spot 93",0.0564124767685821,0.0499164490014931,0.109050068071848,0.169611002422881,0.302165996905814,0.312844006829382
"spot 94",0.0391762047062077,0.0597805627324507,0.103827703688843,0.175529505536426,0.215204559823333,0.406481463512739
"spot 95",0.0412217641611016,0.0830298949221012,0.0635438676788732,0.126664354423038,0.393143887558806,0.29239623125608
"spot 96",0.044168448191765,0.135915181159778,0.165167304500581,0.137608177242134,0.114697221011098,0.402443667894645
"spot 97",0.27588981059556,0.155809970850641,0.201125554949573,0.296450211710687,0.0460672066198149,0.0246572452737236
"spot 98",0.108925375468809,0.184103643026667,0.0133767054063829,0.0925583322362639,0.247046471676069,0.353989472185809
"spot 99",0.137101033808333,0.332805869934844,0.0375888548299429,0.13293994599457,0.0255225854269182,0.334041710005391
"spot 100",0.00155049956263617,0.0148911892451015,0.636314361686713,0.0332415657279605,0.116695132359274,0.197307251418315
"spot 101",0.44913118319565,0.445579584752808,0.00371113963014713,0.0605638298001575,0.00130853571784721,0.0397057269033909
"spot 102",0.371761514655404,0.154727371417201,0.33778205970834,0.0678474642248336,0.0538036599464596,0.0140779300477617
"spot 103",0.106990637876088,0.0186032118036241,0.481252665811807,0.301209020129797,0.075106606690663,0.0168378576880206
"spot 104",0.0200410375929934,0.0215891008449445,0.389773011387642,0.111171743390859,0.139663580117077,0.317761526666484
"spot 105",0.0852696291011911,0.242405873458322,0.204166935174928,0.232624159269142,0.201782038502123,0.0337513644942937
"spot 106",0.148850914001949,0.0303179685978901,0.475963677161056,0.0114870004150153,0.00328797975565896,0.330092460068431
"spot 107",0.292908179640361,0.0117654138599157,0.0893084237370703,0.0225866240022529,0.014868853248098,0.568562505512302
"spot 108",0.0212608085289171,0.0394940629577711,0.375989624172002,0.129023297189996,0.310524285472744,0.12370792167857
"spot 109",0.167614281972242,0.145570040506217,0.012536417309526,0.27697451538473,0.294852595466119,0.102452149361166
"spot 110",0.179659990979061,0.0077758186059722,0.0145389531059627,0.325996339734527,0.066345842977697,0.40568305459678
"spot 111",0.118468534679747,0.0618923328154574,0.115339530715966,0.186038217119376,0.0235048533566209,0.494756531312832
"spot 112",0.257116586636044,0.144568508818199,0.006643347472778,0.259232927228369,0.066993096828928,0.265445533015681
"spot 113",0.104678081033931,0.180957935409153,0.147174556001765,0.337509325211059,0.155257256929332,0.0744228454147616
"spot 114",0.214204728322101,0.0505024461096939,0.203181370735043,0.389455692098081,0.0247486487470259,0.117907113988054
"spot 115",0.313776915335101,0.158865021901157,0.0546401210708196,0.118634097775507,0.0117169351639953,0.34236690875342
"spot 116",0.0547515650657168,0.046467223203957,0.0243410289388165,0.201661485352052,0.473623691626988,0.199155005812469
"spot 117",0.0281810613392738,0.0397661420812315,0.246654375835104,0.136231123687713,0.226694813332534,0.322472483724143
"spot 118",0.015090142609801,0.125030300199373,0.117103519198097,0.205112131197386,0.298504780893606,0.239159125901737
"spot 119",0.000116699045697072,0.233179712702864,0.254627187448187,0.176737860983625,0.155173169111361,0.180165370708266
"spot 120",0.010109761000202,0.0710694819193287,0.161941023951554,0.208542295162888,0.180683603543643,0.367653834422383
"spot 121",0.102868151050137,0.0378053908447265,0.129492098489004,0.214805336231573,0.22817426470709,0.286854758677469
"spot 122",0.0475235853552925,0.112616676565514,0.165362130826307,0.235522775949025,0.177051564362614,0.261923266941249
"spot 123",0.0034261259076162,0.0289794063999828,0.0832926809457971,0.249003513309274,0.380878708750229,0.254419564687101
"spot 124",0.0505120767617952,0.110393274177432,0.127391091607809,0.182735529929888,0.226763197829215,0.30220482969386
"spot 125",0.0352811911359629,0.0641075275684443,0.182467385276509,0.193923371487218,0.3599541742848,0.164266350247066
"spot 126",0.0464064217417315,0.101337876733519,0.186583899839868,0.189587826123436,0.212195588473016,0.26388838708843
"spot 127",0.0151438290575665,0.0401910875921325,0.10242538494799,0.285488882279093,0.224296906180006,0.332453909943213
"spot 128",0.00596181257232766,0.00999546010694849,0.128019524396752,0.156613304553237,0.386879887961449,0.312530010409286
"spot 129",0.247235170835217,0.10082563477926,0.0379108065771657,0.0503005039529118,0.529509154392786,0.0342187294626597
"spot 130",0.0434092206128362,0.0516652363400565,0.295438056195595,0.0250916258012066,0.24319134302165,0.341204518028656
"spot 131",0.38640764094022,0.0713994961973969,0.254008155912959,0.0101993786496276,0.0714408876460984,0.206544440653699
"spot 132",0.0451898592576181,0.129801913918826,0.013536818187709,0.59460699515245,0.1985503191569,0.0183140943264975
"spot 133",0.423527869799345,0.0571732227814106,0.0537332122516103,0.194484145063946,0.0709800466563645,0.200101503447324
"spot 134",0.0681712440168958,0.530348647483041,0.109178648788377,0.189693732001932,0.0850141584522872,0.017593569257467
"spot 135",0.0599918794492957,0.119932090295593,0.234599412603243,0.521602965402039,0.0120669553201176,0.051806696929712
"spot 136",0.0135859826497893,0.0667054313608716,0.0324292216669222,0.322579651518198,0.0216100381169793,0.54308967468724
"spot 137",0.115494417569178,0.182062881060154,0.35459663784712,0.221171110092263,0.0629600113597187,0.0637149420715666
"spot 138",0.0896528521218705,0.171925177778322,0.137001572738695,0.0601896982973623,0.488549261048326,0.0526814380154247
"spot 139",0.157865858167586,0.161300110323315,0.127253947534135,0.336713443681545,0.163088866725906,0.0537777735675131
"spot 140",0.211329726937776,0.140883947575231,0.00765810473740556,0.0538444479859791,0.396517086228097,0.189766686535512
"spot 141",0.0130459740447106,0.248613461226519,0.0834734337637142,0.317453775283346,0.15282693074098,0.184586424940731
"spot 142",0.424971357781589,0.220069999697128,0.00702000634463429,0.140782320550114,0.166112675849061,0.0410436397774742
"spot 143",0.158796513804331,0.340046642231762,0.239219550465034,0.0117814383763642,0.0378121989421934,0.212343656180315
"spot 144",0.0724637800944681,0.0288735722399813,0.154283855425865,0.363707183000511,0.102038312166804,0.278633297072371
"spot 145",0.0191118181845292,0.0218516009587521,0.412161499404768,0.0517322597310115,0.259579801896941,0.235563019823998
"spot 146",0.121382442948178,0.193398410647894,0.0698605072577043,0.0883302650151266,0.450656398845522,0.0763719752855758
"spot 147",0.00462063982716537,0.0544722099351671,0.154842252445742,0.0160112253705748,0.546571451838666,0.223482220582685
"spot 148",0.218195559324701,0.257776065460455,0.0743843229264734,0.125470425957341,0.204296462878426,0.119877163452604
"spot 149",0.0870578262142771,0.0760118158490732,0.0803472008954906,0.187134225065961,0.261328605647634,0.308120326327563
"spot 150",0.00829965701526626,0.0904980779182201,0.0648653586202212,0.168010733409223,0.341915747992781,0.326410425044288
"spot 151",0.0206763408801482,0.0425817128972391,0.0769876620236407,0.194308382952856,0.286590248303657,0.378855652942459
"spot 152",0.00909508659558759,0.0910603866806623,0.103704097355068,0.143240648502289,0.251642544022304,0.40125723684409
"spot 153",0.0139721576133815,0.0617894755306506,0.207934584920933,0.200376967323154,0.197395993891455,0.318530820720426
"spot 154",0.0160242985290355,0.0608753094738245,0.225301812744272,0.122705389851045,0.27089511798451,0.304198071417313
"spot 155",0.0204124897850447,0.154143427621054,0.170982678484045,0.159442396542923,0.236718285272902,0.258300722294032
"spot 156",0.0114268167089489,0.175413891339385,0.0991466757503082,0.191721460664008,0.227117711638287,0.295173443899063
"spot 157",0.00913653153400127,0.0957363280515923,0.23220803868914,0.247903969026008,0.156940551637681,0.258074581061577
"spot 158",0.0220608865582101,0.0520896046412382,0.0833156298323145,0.290502522534242,0.204010925858331,0.348020430575664
"spot 159",0.0372433182165935,0.0327730354962522,0.110289071916741,0.054955154416204,0.453072224226103,0.311667195728106
"spot 160",0.06806428127446,0.0409106588784524,0.140253711491687,0.126551755136317,0.355494760620712,0.268724832598371
"spot 161",0.130464824556426,0.392677545638086,0.00645372892640252,0.00476761585523049,0.367051007353888,0.098585277669967
"spot 162",0.15674231302678,0.0856471735221712,0.545548307114263,0.106711289191528,0.02304939547448,0.0823015216707782
"spot 163",0.473161764763244,0.285988870920953,0.0107774431970819,0.126725569438083,0.0787875469269543,0.0245588047536838
"spot 164",0.12683153021412,0.261214359220987,0.238187737615143,0.0775825115876064,0.204180403946825,0.0920034574153197
"spot 165",0.0399681420515837,0.111096760615147,0.290308191876303,0.028320813301289,0.145744699784396,0.38456139237128
"spot 166",0.0490095604288104,0.402829953661969,0.311521833286426,0.0660105907384582,0.0835613169083563,0.0870667449759808
"spot 167",0.174668741436788,0.0602660925881317,0.181089530067528,0.0259388900342461,0.0410229738935444,0.517013771979761
"spot 168",0.142247366212549,0.0245483068937363,0.019577217595553,0.0461874000167947,0.683090179614021,0.0843495296673456
"spot 169",0.28881847893736,0.0261753671891572,0.222662478784353,0.339844189394108,0.0987970965371783,0.0237023891578442
"spot 170",0.0712263872287658,0.152371459446817,0.167538451202043,0.233627052452585,0.0342110507481276,0.341025598921661
"spot 171",0.158364508408147,0.0297035026798744,0.0120934546503327,0.0559702836884929,0.115757394772261,0.628110855800892
"spot 172",0.118920963277345,0.119076786224983,0.0556238463573433,0.0535477049418236,0.0881771576353477,0.564653541563157
"spot 173",0.03858283206517,0.465530094632017,0.163050936824142,0.0261048003209776,0.195417830075264,0.111313506082429
"spot 174",0.365712131070671,0.107541298596129,0.314973255968326,0.0840739105232939,0.0143202707642658,0.113379133077315
"spot 175",0.45977695184053,0.16054071389528,0.191106324553796,0.037703664873568,0.0474467088821158,0.103425635954711
"spot 176",0.471222107560968,0.242297874676799,0.0214771963930558,0.0603696875820698,0.0163748426753112,0.188258291111795
"spot 177",0.161897723413896,0.0590180599438065,0.172236909115381,0.353184364152401,0.216921891768329,0.0367410516061855
"spot 178",0.258861151236535,0.192318384245,0.347226981831588,0.0326785442420072,0.0778638675859726,0.0910510708588973
"spot 179",0.269556870885651,0.0482125250602788,0.45276437839362,0.108961514967013,0.113181288814005,0.00732342187943148
"spot 180",0.000766814906687454,0.435174972802826,0.0360739791180354,0.300420475131614,0.176198006708688,0.0513657513321492
"spot 181",0.0177325283952151,0.0380911454687747,0.216975938904434,0.208716436126432,0.18104888479899,0.337435066306153
"spot 182",0.0765539956673269,0.0843300386907274,0.1955286327234,0.170124864212745,0.173314481275493,0.300147987430307
"spot 183",0.0132451751584325,0.115699413170068,0.193626072008168,0.103474667674571,0.284288218736438,0.289666453252323
"spot 184",0.0118881158844742,0.125521153500426,0.16374636397278,0.237089403082658,0.187398564562816,0.274356398996846
"spot 185",0.0562532826292817,0.0744571442779296,0.0935699950860966,0.224071777752451,0.216970267968046,0.334677532286195
"spot 186",0.00145921056167395,0.179764546752258,0.207412551201012,0.199233458519463,0.195081148643708,0.217049084321884
"spot 187",0.0209402111218869,0.0562985921738343,0.125977311819415,0.324807282436157,0.178830362225703,0.293146240223004
"spot 188",0.00234021453025728,0.0266509477692652,0.186024366261352,0.136216607183022,0.334256544252586,0.314511320003518
"spot 189",0.0429490293496336,0.0556332427466154,0.304850033710061,0.105165440196591,0.215300416477609,0.27610183751949
"spot 190",0.0325228418720728,0.103558145135489,0.125286701281086,0.177331431460364,0.136572836093921,0.424728044157067
"spot 191",0.0084625788134345,0.0409780490204543,0.181361964434617,0.186524221983225,0.24930812752117,0.333365058227099
"spot 192",0.00815377006338311,0.0488163258876061,0.365065523051676,0.126819459653806,0.266271585730372,0.184873335613158
"spot 193",0.00962348392466293,0.0255462030179643,0.477154976034248,0.216077711584014,0.233288455425401,0.0383091700137098
"spot 194",0.0141282527876039,0.00594297931685142,0.016608026577085,0.538882071775483,0.0404681385473372,0.383970530995639
"spot 195",0.0100337903103725,0.222680190901038,0.519059384340876,0.094031923702174,0.107322438688487,0.0468722720570527
"spot 196",0.595564999729233,0.0966895249562831,0.143699749418507,0.0333659983998915,0.0966332180265663,0.0340465094695192
"spot 197",0.226984553691053,0.0158878184530883,0.00289265999068756,0.192160511830389,0.223245027844727,0.338829428190055
"spot 198",0.190610805442882,0.101429210788064,0.115146682927784,0.297501527653911,0.0431753909964567,0.252136382190902
"spot 199",0.080263543276771,0.270941668781174,0.0240308985264023,0.379182708531513,0.182650462031881,0.0629307188522585
"spot 200",0.00492609641994409,0.200163949412856,0.194275957870417,0.511442867993371,0.0628101743681165,0.0263809539352966
"spot 201",0.214453203448159,0.253182325049887,0.215081343552041,0.0915395823407666,0.157355729013879,0.0683878165952677
"spot 202",0.00646951828909184,0.125848261901384,0.283808575942047,0.130444682411989,0.335698058302656,0.117730903152832
"spot 203",0.0122297307417335,0.252480162989999,0.057595580632845,0.591728861383721,0.00392422243556186,0.082041441816139
"spot 204",0.00818606807078322,0.127631961488907,0.472711814880599,0.0596665238764018,0.032028577442795,0.299775054240515
"spot 205",0.0141909025560296,0.192924822502002,0.099614134474723,0.00436331453431406,0.248669954876141,0.44023687105679
"spot 206",0.190601657488752,0.130565661129653,0.473180241456841,0.052690382118517,0.0701521745450311,0.0828098832612059
"spot 207",0.389680320145753,0.191924594404261,0.252611394964219,0.0608400023394687,0.0933308836679018,0.0116128044783966
"spot 208",0.190174725204064,0.201535323168142,0.0901529039208658,0.0785072909439422,0.170981913369572,0.268647843393414
"spot 209",0.0261703329677276,0.490419423642365,0.257832341000956,0.00976886927938744,0.116797095852471,0.0990119372570934
"spot 210",0.324880399571547,0.051018018318785,0.01660731422924,0.138963811985887,0.039766240347884,0.428764215546657
"spot 211",0.204208459096896,0.111823693027475,0.0792087908093555,0.298100451193802,0.25052003755201,0.0561385683204619
"spot 212",0.032134051635341,0.0528393828889474,0.0252560106190498,0.410332413626214,0.369245189922728,0.11019295130772
"spot 213",0.0181971463835737,0.109720241747782,0.0958902386752213,0.282397388288425,0.182172779844364,0.311622205060633
"spot 214",0.0344245297196499,0.250586607981148,0.126611685440972,0.183191135996396,0.158735071643145,0.246450969218689
"spot 215",0.00434484280527074,0.0595450441868739,0.211356959697658,0.240323036746564,0.202015566413684,0.28241455014995
"spot 216",0.00754703416617912,0.0192709461578848,0.204952961154901,0.136050028675462,0.327494521521652,0.30468450832392
"spot 217",0.0476216520042127,0.0819357707220442,0.0979640973587575,0.210619060508792,0.271624720685805,0.290234698720389
"spot 218",0.0202030117385893,0.0714804175866977,0.237410170472014,0.243957918920984,0.135504407837173,0.291444073444542
"spot 219",0.0012791094918812,0.0619807968376531,0.122622454655662,0.26989342712602,0.19625517556664,0.347969036322144
"spot 220",0.00969627350543515,0.117070039917521,0.0836595719494745,0.206746956319507,0.21584463179507,0.366982526512992
"spot 221",0.00715843841607744,0.113143185320319,0.0944047890720209,0.266899989826304,0.244226246372341,0.274167350992937
"spot 222",0.0589864636949861,0.136948926379212,0.0889822396251317,0.288058022454009,0.172144254482755,0.254880093363906
"spot 223",0.0062938980821016,0.233413168705693,0.111525302965014,0.0858454544569659,0.211116942665903,0.351805233124323
"spot 224",0.0247853462251384,0.0249759665201988,0.151355666718201,0.15634629889437,0.213243744033912,0.42929297760818
"spot 225",0.00443360666129507,0.471254536785693,0.175432609347093,0.0239072371870348,0.196487941435643,0.128484068583241
"spot 226",0.456686284829317,0.0826988092994658,0.21891113433361,0.0172938430792509,0.00778678448951992,0.216623143968837
"spot 227",0.425031773566319,0.222733978781457,0.0958304650056575,0.228615011193033,0.0249976419884212,0.00279112946511313
"spot 228",0.0068402456630808,0.33912122041293,0.255194276294896,0.0799245093721181,0.128068115849838,0.190851632407138
"spot 229",0.160719695496009,0.04805935109747,0.0254639878014834,0.489355258027052,0.124728407562043,0.151673300015942
"spot 230",0.187635891465252,0.230913955224835,0.0135088671762588,0.0193539238326981,0.260214853860964,0.288372508439992
"spot 231",0.167386857865223,0.187079686768355,0.089168172566424,0.0428329329620724,0.293194481654953,0.220337868182972
"spot 232",0.00423316641803898,0.0600353544987678,0.375012186712025,0.243771169686136,0.293783768745135,0.0231643539398975
"spot 233",0.181076410370572,0.0334848583303857,0.402827797870196,0.0120033885280695,0.326822733215883,0.0437848116848934
"spot 234",0.155427713310826,0.16613951316653,0.00492751383181934,0.0195491464840772,0.119502298220997,0.53445381498575
"spot 235",0.165210974424927,0.121242836238122,0.031515981896752,0.222082902045018,0.0220402016915106,0.437907103703671
"spot 236",0.274437614679556,0.074830841457969,0.331763825324203,0.218377891892716,0.0102986487951047,0.0902911778504518
"spot 237",0.0617478102228075,0.0346466720162781,0.313789971989491,0.416768434739133,0.0785746619077526,0.0944724491245374
"spot 238",0.0414759416711017,0.486100758911455,0.0673902756186895,0.0738866299390973,0.222633514069661,0.108512879789995
"spot 239",0.362893123873699,0.0748786791761569,0.0416633284696916,0.0470620082236594,0.239335393534101,0.234167466722691
"spot 240",0.275234992988596,0.151482718684218,0.270792146409164,0.0796387780122448,0.179134021916971,0.043717341988805
"spot 241",0.219396982133556,0.191294383882256,0.37314454646954,0.0156941549429781,0.198649337886423,0.00182059468524602
"spot 242",0.18316322857869,0.158889800476726,0.228706522956156,0.136476262091468,0.173499159710989,0.119265026185972
"spot 243",0.256600313078843,0.16723428372488,0.00108103902832141,0.27012092469539,0.23855789211362,0.0664055473589456
"spot 244",0.22381408555215,0.128331226784497,0.080964235555152,0.02483121734304,0.537537165267602,0.00452206949755937
"spot 245",0.118206043009893,0.100087052344588,0.171376794683975,0.107924463540873,0.212991812577266,0.289413833843406
"spot 246",0.0155078332268936,0.0640673113648048,0.200620442004513,0.101174092655005,0.255761032358517,0.362869288390267
"spot 247",0.0594157082503349,0.167081155280677,0.0733919301819338,0.335370727080008,0.13111258417927,0.233627895027776
"spot 248",0.00740255669522988,0.0153468978108649,0.269113911493481,0.112012590773741,0.318014356550523,0.27810968667616
