"","cell1","cell2","cell3","cell4","cell5","cell6"
"spot 128",0.0134073450642572,0.053256439164786,0.0893399564717551,0.179027618676779,0.3662091287898,0.298759511832622
"spot 129",0.135482008171929,0.0614505563491827,0.115865358416699,0.560095287013851,0.0765773679355234,0.0505294221128152
"spot 130",0.0474584848920803,0.0442806418898712,0.150926152071873,0.0243440761469279,0.566567808322939,0.166422836676309
"spot 131",0.157428061202171,0.248145122886339,0.0395778382805407,0.00662035860655709,0.545444670082981,0.00278394894141151
"spot 132",0.0684867146298419,0.279967120841838,0.0172783557381564,0.181656324327022,0.124276601099606,0.328334883363536
"spot 133",0.387229256222505,0.0389646540360271,0.467872675075554,0.00401589204096825,0.0626322568999612,0.0392852657249844
"spot 134",0.0175593449096325,0.0312698936353913,0.337327347540564,0.0117474724498715,0.38049308033187,0.22160286113267
"spot 135",0.167599259708455,0.0516689394446002,0.181295633251372,0.46195023085031,0.0937248238478764,0.0437611128973861
"spot 136",0.19490653874973,0.0595546582219746,0.441953565549446,0.0173901821872639,0.181868869884591,0.104326185406995
"spot 137",0.309066553214844,0.188454532350936,0.340194991760947,0.12273748931442,0.0140154226142712,0.0255310107445813
"spot 138",0.37393990275886,0.0822806795460851,0.0335145087098385,0.0353093635472681,0.337398176690272,0.137557368747676
"spot 139",0.231600454079132,0.000165455006859206,0.316794011322088,0.0115317724747299,0.252282338802414,0.187625968314776
"spot 140",0.189892188514842,0.340894263654993,0.061627722626455,0.100302922210335,0.22355871208934,0.0837241909040354
"spot 141",0.0270213972633408,0.222717186835463,0.170821403315838,0.229974340779858,0.0545432035699142,0.294922468235586
"spot 142",0.118776403904503,0.0655135871815927,0.25117761187541,0.0833858779142593,0.224779013440995,0.25636750568324
"spot 143",0.064561237252255,0.166193765400108,0.00357798969517804,0.40457568799506,0.260034793051019,0.101056526606379
"spot 144",0.0944602257439174,0.0699481384413877,0.102968754570445,0.248304374981331,0.454358884055916,0.0299596222070033
"spot 145",0.318469763957393,0.182624460925857,0.000647985153526183,0.00652233700451547,0.127939273918651,0.363796179040057
"spot 146",0.116652865807141,0.243498888996007,0.0993356090231731,0.299451750223472,0.00110325119874566,0.239957634751462
"spot 147",0.0383468485188771,0.0666222746548673,0.299254889751414,0.143377452013374,0.0111481990478972,0.441250336013571
"spot 148",0.151442964057091,0.258123139392356,0.14105582220277,0.0982358735418292,0.169187004210718,0.181955196595236
"spot 149",0.0515393966296892,0.0405973238182901,0.236837907899719,0.224173482889994,0.200521257779366,0.246330630982942
"spot 150",0.000631290695548254,0.11424334711243,0.138679618822001,0.176846637150127,0.245495349432025,0.324103756787869
"spot 151",0.00438812398240932,0.127287369937204,0.105230309589757,0.214637868209727,0.265801366327491,0.28265496195341
"spot 152",0.00314691341475221,0.168050988793669,0.161165841969631,0.228243138321803,0.23850716197419,0.200885955525955
"spot 153",0.000116420820024639,0.154292015044844,0.104889988109249,0.122003913346328,0.254501603703276,0.364196058976278
"spot 154",0.00538752605725974,0.0391452740381498,0.18060621223691,0.243503653371684,0.193132733862796,0.338224600433201
"spot 155",0.0331499339594461,0.0790636981236509,0.166379407122148,0.213969999543261,0.337025832126579,0.170411129124914
"spot 156",0.0137559745791684,0.00603702380771735,0.0744844023625667,0.283511254013331,0.328408129362551,0.293803215874665
"spot 157",0.00602648640825243,0.109093395751687,0.0608800798897333,0.119044480602325,0.210876345792163,0.494079211555839
"spot 158",0.0129186272892954,0.0805201533869432,0.0824588777231628,0.251591570530116,0.235283767456127,0.337227003614356
"spot 159",0.0227599910677005,0.0106396582438194,0.130474342375942,0.262728057879139,0.184692600175696,0.388705350257703
"spot 160",0.0161664433112472,0.0999763253916289,0.0952131667008837,0.193008042674733,0.361899038881351,0.233736983040156
"spot 161",0.359615145786219,0.0700893198814807,0.0639652866244341,0.0717893931898698,0.432093962439532,0.00244689207846465
"spot 162",0.00367520607289488,0.537791299605545,0.0604758692384224,0.062909874237695,0.105551291728926,0.229596459116516
"spot 163",0.26237674759773,0.0399797977010829,0.157141174843624,0.0906705736680463,0.0309327999545206,0.418898906234996
"spot 164",0.0376170433290758,0.195153337780868,0.437735637505084,0.040311249035945,0.0646985566984325,0.224484175650595
"spot 165",0.0462048962125529,0.060976444522348,0.128133765678069,0.158866274863436,0.0190120741257656,0.586806544597828
"spot 166",0.0316830169905749,0.00758707826666608,0.325068513570439,0.23557550243315,0.0792436958483091,0.320842192890861
"spot 167",0.158884538663263,0.0912757274951385,0.201626120810539,0.106409754689568,0.0744240955876496,0.367379762753841
"spot 168",0.468254316511802,0.336794789672441,0.0695820915645681,0.084835571449359,0.0316075108967679,0.00892571990506168
"spot 169",0.0954927294244295,0.151570297452618,0.188626359903235,0.400519213330722,0.16013352938576,0.00365787050323441
"spot 170",0.483403057970029,0.0113855845350211,0.178080047670834,0.142858077308085,0.146278542503478,0.037994690012553
"spot 171",0.0299986424635845,0.0927834257899903,0.0928720794538857,0.00829418144041692,0.656754597469718,0.119297073382404
"spot 172",0.196037127482374,0.0244672568154709,0.325359946542133,0.0568810877349332,0.0577221718371189,0.33953240958797
"spot 173",0.212496745679519,0.290273432447218,0.0505791253183698,0.0508696143108164,0.110833304593915,0.284947777650163
"spot 174",0.0349397733746605,0.0489472063983296,0.346107621629482,0.0965735061930148,0.31765153632457,0.155780356079943
"spot 175",0.061610173704914,0.296726247660403,0.260352016238654,0.0567019176065891,0.238625210141469,0.0859844346479719
"spot 176",0.0945866818740897,0.622440851600371,0.0268768624587392,0.0793155473718926,0.129791676366184,0.0469883803287235
"spot 177",0.142243505133949,0.112179965590075,0.184844256724841,0.357458081096695,0.158776138419947,0.0444980530344935
"spot 178",0.0441898655494593,0.175399285364521,0.0969014715781358,0.588515119204088,0.0294151265793091,0.0655791317244868
"spot 179",0.0669190126001975,0.432501722331753,0.110953243087917,0.23270682234622,0.0568871389962284,0.100032060637684
"spot 180",0.0670716191082028,0.204134396364222,0.399441952034012,0.0200645526906486,0.209247407610361,0.100040072192554
"spot 181",0.0186958705599378,0.0165935245489608,0.111615545884635,0.0893603202481694,0.436533403383373,0.327201335374924
"spot 182",0.0308166842636418,0.0757986952916527,0.0761776906176723,0.293247846265552,0.288949014602744,0.235010068958736
"spot 183",0.0512212133980638,0.0755760156066406,0.105314367577996,0.203272868359748,0.240642863280508,0.323972671777044
"spot 184",0.008367796728764,0.126225345043029,0.162658002325639,0.164329731719592,0.247523445038095,0.290895679144881
"spot 185",0.0262099229849067,0.151169549981999,0.144622266639573,0.276196561153074,0.134730184451536,0.267071514788913
"spot 186",0.0133826014174033,0.0559110770917458,0.15265334055813,0.462229700468746,0.123753317159343,0.192069963304632
"spot 187",0.00928204439070445,0.0509205154476406,0.117278258858776,0.183953729447388,0.297197881238973,0.341367570616518
"spot 188",0.0567943755727854,0.118190857555219,0.0912196120132724,0.115723738960193,0.165365224502307,0.452706191396223
"spot 189",0.0420280100757874,0.08852178869604,0.0812518777867396,0.298601168630927,0.230759097661636,0.258838057148869
"spot 190",0.00718272196008933,0.20851310127471,0.169523491638751,0.216396990294085,0.199237174599009,0.199146520233356
"spot 191",0.0168517759926428,0.0805226626773134,0.258894394565334,0.113575805950295,0.301533871538295,0.22862148927612
"spot 192",0.025020924184281,0.060018386635938,0.0946655833782327,0.177571898321072,0.218042225427777,0.4246809820527
"spot 193",0.0565581355379909,0.260948548889125,0.051952583829085,0.336360738112138,0.282396180939627,0.0117838126920348
"spot 194",0.00711161843193566,0.121976008834984,0.306394746444498,0.22180145453592,0.326173674339936,0.0165424974127265
"spot 195",0.0415790382758029,0.491063379539677,0.186376476820395,0.00603436111685344,0.041111989178121,0.233834755069151
"spot 196",0.64071541997191,0.0959236119018508,0.0644725788291705,0.0465290050302437,0.00373949504432834,0.148619889222497
"spot 197",0.414934465572819,0.115394229715987,0.138256179461939,0.208934263234291,0.0638483977748062,0.0586324642401571
"spot 198",0.0126158490578865,0.441607076611004,0.121065831431643,0.0683949018064705,0.347952559569746,0.00836378152324946
"spot 199",0.142743201591657,0.0344803298736579,0.00470988030053146,0.389064283719934,0.282818054283739,0.14618425023048
"spot 200",0.0965449161749938,0.0594524376749892,0.179670719550514,0.048594781668531,0.537872290730707,0.0778648542002653
"spot 201",0.222956641711005,0.0377336712363395,0.535809401616689,0.0425628453269221,0.0114804302350947,0.149457009873949
"spot 202",0.00245933087249793,0.0325963326066754,0.342108742341862,0.206513887590609,0.378603936705143,0.0377177698832121
"spot 203",0.08198132906908,0.149992698657595,0.253900281703881,0.355784357969138,0.0470092719311036,0.111332060669203
"spot 204",0.251943702490606,0.0863664103208048,0.24122084190658,0.329931316104173,0.0382233279916878,0.052314401186149
"spot 205",0.0329884437682001,0.072051772317697,0.0453987393019935,0.719462385698388,0.0869735333413666,0.0431251255723555
"spot 206",0.194295113432142,0.00858460337975153,0.124362923831237,0.213252102032319,0.327280937005974,0.132224320318577
"spot 207",0.215976760339953,0.141510333498947,0.532741648178311,0.0594270384210909,0.0165863628928902,0.0337578566688079
"spot 208",0.185638517827838,0.249841247304281,0.106312176374362,0.107689890493237,0.110875716252948,0.239642451747334
"spot 209",0.537738190945688,0.0145349398076676,0.00172132042421621,0.1935169725211,0.141012473787571,0.111476102513758
"spot 210",0.364165695660962,0.0306634373023523,0.27250672634828,0.165354229795024,0.155349376890137,0.0119605340032457
"spot 211",0.559229988795609,0.185813173211935,0.06071758864761,0.0057827359623957,0.00955707257530907,0.178899440807141
"spot 212",0.024291335090666,0.153940685579207,0.0848821783999582,0.273069417144918,0.0305949064735107,0.43322147731174
"spot 213",0.0255602422067085,0.0752131990882652,0.133425050529053,0.206817344456708,0.187186080610131,0.371798083109135
"spot 214",0.00427381228319306,0.0964877824575081,0.0474576957931679,0.275456662026672,0.355402941801169,0.22092110563829
"spot 215",0.00931239875043883,0.0294858662842526,0.271899167244759,0.109853932132983,0.227429008329652,0.352019627257915
"spot 216",0.0247421652785815,0.128930300379199,0.121399553632375,0.175295005494255,0.192463451414844,0.357169523800746
"spot 217",0.0061005298799971,0.0635832924775003,0.167084042048554,0.321844795761815,0.251472197539049,0.189915142293084
"spot 218",0.0258193796124765,0.112372200137029,0.215573005313317,0.121719290235113,0.225274620858772,0.299241503843292
"spot 219",0.0332012283689845,0.0923301325554092,0.199094332653443,0.205553002180544,0.181698905336018,0.288122398905601
"spot 220",0.0140908930214553,0.0392564814892593,0.122617168752764,0.277080714559168,0.294306608617505,0.252648133559849
"spot 221",0.00466404481327184,0.0383931406318178,0.211651806771376,0.149450084898589,0.345158970052071,0.250681952832875
"spot 222",0.00745752845306575,0.0769328121169916,0.171283285493365,0.228278824420972,0.277262519239261,0.238785030276345
"spot 223",0.0323291262154746,0.0694369778239281,0.181329390927057,0.203602722646033,0.246078430968732,0.267223351418775
"spot 224",0.00196127237421798,0.0390506209755358,0.189202823235701,0.0951536483717964,0.364615435498092,0.310016199544657
"spot 225",0.0940069055975575,0.0738592457861431,0.14479848418501,0.179300811443429,0.157887495538962,0.350147057448898
"spot 226",0.0230059344025174,0.225572385245755,0.257787597172879,0.223860061576385,0.100759715406491,0.169014306195973
"spot 227",0.0530382011404688,0.0335261639320024,0.00806834398110892,0.126443873148728,0.554335343887216,0.224588073910477
"spot 228",0.0096969216287893,0.281742978129667,0.245142711415432,0.00951322845979338,0.446210494120788,0.00769366624553048
"spot 229",0.205100050279101,0.00305984179087563,0.144029238097044,0.276114173945806,0.0965675301438949,0.275129165743279
"spot 230",0.180568188034148,0.037326767745263,0.137101789831382,0.130771612745752,0.329410730786056,0.184820910857399
"spot 231",0.195086080893205,0.279617871663827,0.288054591306063,0.155019128589802,0.0370381924395992,0.0451841351075033
"spot 232",0.00978712944509178,0.249586507400652,0.195111588479985,0.0154050772271644,0.265293462185747,0.264816235261359
"spot 233",0.14698079879278,0.264513986680762,0.0238459786018599,0.473595773556699,0.0803234095525055,0.0107400528153935
"spot 234",0.2910539638049,0.00276247827955456,0.0726744275101184,0.469190771857231,0.133476007030902,0.0308423515172944
"spot 235",0.0134389816731087,0.556083434196997,0.182883359679714,0.00769173189738843,0.171715071509264,0.0681874210435279
"spot 236",0.429931426991813,0.156836927411967,0.167646706900753,0.0801841627102166,0.0128668183353047,0.152533957649946
"spot 237",0.00611796728350334,0.722196508646949,0.109781998031183,0.0688914623884671,0.0113362393863983,0.0816758242634987
"spot 238",0.245719572680076,0.260922554237851,0.125121358280742,0.176819717105065,0.0544276746874319,0.136989123008833
"spot 239",0.274817966196829,0.0869489797813758,0.0361692727570497,0.00743459578009417,0.183584544261097,0.411044641223554
"spot 240",0.136260844592331,0.165274780918716,0.0341611061186396,0.225085235804295,0.284444124143088,0.154773908422931
"spot 241",0.308164920005678,0.00794386627348618,0.246199058551237,0.108112384632424,0.069171419086619,0.260408351450555
"spot 242",0.140908467952006,0.0343004569499042,0.422013513527468,0.199562347296436,0.0628233112314167,0.140391903042769
"spot 243",0.299394071434393,0.0247878254667944,0.0090715524514412,0.32924384141746,0.161283699950081,0.176219009279831
"spot 244",0.1708221884743,0.0554441543120569,0.268103758578355,0.055787477372516,0.344871523951558,0.104970897311214
"spot 245",0.0395185570115953,0.061649740975761,0.0871308204603608,0.144973216904191,0.308492139497421,0.358235525150671
"spot 246",0.0377820660374172,0.0328998929011109,0.0985621651968263,0.397509303543758,0.153132564835964,0.280114007484923
"spot 247",0.0535769644387636,0.0853290027783945,0.145498733554916,0.217808486766925,0.219952926185339,0.277833886275662
"spot 248",0.0770135700200085,0.0416635706471115,0.189932258382157,0.179250103426008,0.269026753918167,0.243113743606547
