"","x","y"
"spot 154",4,25
"spot 155",4,26
"spot 156",4,27
"spot 157",4,28
"spot 158",4,29
"spot 159",4,30
"spot 160",4,31
"spot 161",5,0
"spot 162",5,1
"spot 163",5,2
"spot 164",5,3
"spot 165",5,4
"spot 166",5,5
"spot 167",5,6
"spot 168",5,7
"spot 169",5,8
"spot 170",5,9
"spot 171",5,10
"spot 172",5,11
"spot 173",5,12
"spot 174",5,13
"spot 175",5,14
"spot 176",5,15
"spot 177",5,16
"spot 178",5,17
"spot 179",5,18
"spot 180",5,19
"spot 181",5,20
"spot 182",5,21
"spot 183",5,22
"spot 184",5,23
"spot 185",5,24
"spot 186",5,25
"spot 187",5,26
"spot 188",5,27
"spot 189",5,28
"spot 190",5,29
"spot 191",5,30
"spot 192",5,31
"spot 193",6,0
"spot 194",6,1
"spot 195",6,2
"spot 196",6,3
"spot 197",6,4
"spot 198",6,5
"spot 199",6,6
"spot 200",6,7
"spot 201",6,8
"spot 202",6,9
"spot 203",6,10
"spot 204",6,11
"spot 205",6,12
"spot 206",6,13
"spot 207",6,14
"spot 208",6,15
"spot 209",6,16
"spot 210",6,17
"spot 211",6,18
"spot 212",6,19
"spot 213",6,20
"spot 214",6,21
"spot 215",6,22
"spot 216",6,23
"spot 217",6,24
"spot 218",6,25
"spot 219",6,26
"spot 220",6,27
"spot 221",6,28
"spot 222",6,29
"spot 223",6,30
"spot 224",6,31
"spot 225",7,0
"spot 226",7,1
"spot 227",7,2
"spot 228",7,3
"spot 229",7,4
"spot 230",7,5
"spot 231",7,6
"spot 232",7,7
"spot 233",7,8
"spot 234",7,9
"spot 235",7,10
"spot 236",7,11
"spot 237",7,12
"spot 238",7,13
"spot 239",7,14
"spot 240",7,15
"spot 241",7,16
"spot 242",7,17
"spot 243",7,18
"spot 244",7,19
"spot 245",7,20
"spot 246",7,21
"spot 247",7,22
"spot 248",7,23
"spot 249",7,24
"spot 250",7,25
"spot 251",7,26
"spot 252",7,27
"spot 253",7,28
"spot 254",7,29
"spot 255",7,30
"spot 256",7,31
"spot 257",8,0
"spot 258",8,1
"spot 259",8,2
"spot 260",8,3
"spot 261",8,4
"spot 262",8,5
"spot 263",8,6
"spot 264",8,7
"spot 265",8,8
"spot 266",8,9
"spot 267",8,10
"spot 268",8,11
"spot 269",8,12
"spot 270",8,13
"spot 271",8,14
"spot 272",8,15
"spot 273",8,16
"spot 274",8,17
"spot 275",8,18
"spot 276",8,19
"spot 277",8,20
"spot 278",8,21
"spot 279",8,22
"spot 280",8,23
"spot 281",8,24
"spot 282",8,25
"spot 283",8,26
"spot 284",8,27
"spot 285",8,28
"spot 286",8,29
"spot 287",8,30
"spot 288",8,31
"spot 289",9,0
"spot 290",9,1
"spot 291",9,2
"spot 292",9,3
"spot 293",9,4
"spot 294",9,5
"spot 295",9,6
"spot 296",9,7
"spot 297",9,8
"spot 298",9,9
"spot 299",9,10
"spot 300",9,11
"spot 301",9,12
"spot 302",9,13
"spot 303",9,14
"spot 304",9,15
"spot 305",9,16
"spot 306",9,17
"spot 307",9,18
"spot 308",9,19
"spot 309",9,20
"spot 310",9,21
"spot 311",9,22
"spot 312",9,23
"spot 313",9,24
"spot 314",9,25
"spot 315",9,26
"spot 316",9,27
"spot 317",9,28
"spot 318",9,29
"spot 319",9,30
"spot 320",9,31
"spot 321",10,0
"spot 322",10,1
"spot 323",10,2
"spot 324",10,3
"spot 325",10,4
"spot 326",10,5
"spot 327",10,6
"spot 328",10,7
"spot 329",10,8
"spot 330",10,9
"spot 331",10,10
"spot 332",10,11
"spot 333",10,12
"spot 334",10,13
"spot 335",10,14
"spot 336",10,15
"spot 337",10,16
"spot 338",10,17
"spot 339",10,18
"spot 340",10,19
"spot 341",10,20
"spot 342",10,21
"spot 343",10,22
"spot 344",10,23
"spot 345",10,24
"spot 346",10,25
"spot 347",10,26
"spot 348",10,27
"spot 349",10,28
"spot 350",10,29
"spot 351",10,30
"spot 352",10,31
"spot 353",11,0
"spot 354",11,1
"spot 355",11,2
"spot 356",11,3
"spot 357",11,4
"spot 358",11,5
"spot 359",11,6
"spot 360",11,7
"spot 361",11,8
"spot 362",11,9
"spot 363",11,10
"spot 364",11,11
"spot 365",11,12
"spot 366",11,13
"spot 367",11,14
"spot 368",11,15
"spot 369",11,16
"spot 370",11,17
"spot 371",11,18
"spot 372",11,19
"spot 373",11,20
"spot 374",11,21
"spot 375",11,22
"spot 376",11,23
"spot 377",11,24
"spot 378",11,25
"spot 379",11,26
"spot 380",11,27
"spot 381",11,28
"spot 382",11,29
"spot 383",11,30
"spot 384",11,31
"spot 385",12,0
"spot 386",12,1
"spot 387",12,2
"spot 388",12,3
"spot 389",12,4
"spot 390",12,5
"spot 391",12,6
"spot 392",12,7
"spot 393",12,8
"spot 394",12,9
"spot 395",12,10
"spot 396",12,11
"spot 397",12,12
"spot 398",12,13
"spot 399",12,14
"spot 400",12,15
"spot 401",12,16
"spot 402",12,17
"spot 403",12,18
"spot 404",12,19
"spot 405",12,20
"spot 406",12,21
"spot 407",12,22
"spot 408",12,23
"spot 409",12,24
"spot 410",12,25
"spot 411",12,26
"spot 412",12,27
"spot 413",12,28
"spot 414",12,29
"spot 415",12,30
"spot 416",12,31
"spot 417",13,0
"spot 418",13,1
"spot 419",13,2
"spot 420",13,3
"spot 421",13,4
"spot 422",13,5
"spot 423",13,6
"spot 424",13,7
"spot 425",13,8
"spot 426",13,9
"spot 427",13,10
"spot 428",13,11
"spot 429",13,12
"spot 430",13,13
"spot 431",13,14
"spot 432",13,15
"spot 433",13,16
"spot 434",13,17
"spot 435",13,18
"spot 436",13,19
"spot 437",13,20
"spot 438",13,21
"spot 439",13,22
"spot 440",13,23
"spot 441",13,24
"spot 442",13,25
"spot 443",13,26
"spot 444",13,27
"spot 445",13,28
"spot 446",13,29
"spot 447",13,30
"spot 448",13,31
"spot 449",14,0
"spot 450",14,1
"spot 451",14,2
"spot 452",14,3
"spot 453",14,4
"spot 454",14,5
"spot 455",14,6
"spot 456",14,7
"spot 457",14,8
"spot 458",14,9
"spot 459",14,10
"spot 460",14,11
"spot 461",14,12
"spot 462",14,13
"spot 463",14,14
"spot 464",14,15
"spot 465",14,16
"spot 466",14,17
"spot 467",14,18
"spot 468",14,19
"spot 469",14,20
"spot 470",14,21
"spot 471",14,22
"spot 472",14,23
"spot 473",14,24
"spot 474",14,25
"spot 475",14,26
"spot 476",14,27
"spot 477",14,28
"spot 478",14,29
"spot 479",14,30
"spot 480",14,31
"spot 481",15,0
"spot 482",15,1
"spot 483",15,2
"spot 484",15,3
"spot 485",15,4
"spot 486",15,5
"spot 487",15,6
"spot 488",15,7
"spot 489",15,8
"spot 490",15,9
"spot 491",15,10
"spot 492",15,11
"spot 493",15,12
"spot 494",15,13
"spot 495",15,14
"spot 496",15,15
"spot 497",15,16
"spot 498",15,17
"spot 499",15,18
"spot 500",15,19
"spot 501",15,20
"spot 502",15,21
"spot 503",15,22
"spot 504",15,23
"spot 505",15,24
"spot 506",15,25
"spot 507",15,26
"spot 508",15,27
"spot 509",15,28
"spot 510",15,29
"spot 511",15,30
"spot 512",15,31
"spot 513",16,0
"spot 514",16,1
"spot 515",16,2
"spot 516",16,3
"spot 517",16,4
"spot 518",16,5
"spot 519",16,6
"spot 520",16,7
"spot 521",16,8
"spot 522",16,9
"spot 523",16,10
"spot 524",16,11
"spot 525",16,12
"spot 526",16,13
"spot 527",16,14
"spot 528",16,15
"spot 529",16,16
"spot 530",16,17
"spot 531",16,18
"spot 532",16,19
"spot 533",16,20
"spot 534",16,21
"spot 535",16,22
"spot 536",16,23
"spot 537",16,24
"spot 538",16,25
"spot 539",16,26
"spot 540",16,27
"spot 541",16,28
"spot 542",16,29
"spot 543",16,30
"spot 544",16,31
"spot 545",17,0
"spot 546",17,1
"spot 547",17,2
"spot 548",17,3
"spot 549",17,4
"spot 550",17,5
"spot 551",17,6
"spot 552",17,7
"spot 553",17,8
"spot 554",17,9
"spot 555",17,10
"spot 556",17,11
"spot 557",17,12
"spot 558",17,13
"spot 559",17,14
"spot 560",17,15
"spot 561",17,16
"spot 562",17,17
"spot 563",17,18
"spot 564",17,19
"spot 565",17,20
"spot 566",17,21
"spot 567",17,22
"spot 568",17,23
"spot 569",17,24
"spot 570",17,25
"spot 571",17,26
"spot 572",17,27
"spot 573",17,28
"spot 574",17,29
"spot 575",17,30
"spot 576",17,31
"spot 577",18,0
"spot 578",18,1
"spot 579",18,2
"spot 580",18,3
"spot 581",18,4
"spot 582",18,5
"spot 583",18,6
"spot 584",18,7
"spot 585",18,8
"spot 586",18,9
"spot 587",18,10
"spot 588",18,11
"spot 589",18,12
"spot 590",18,13
"spot 591",18,14
"spot 592",18,15
"spot 593",18,16
"spot 594",18,17
"spot 595",18,18
"spot 596",18,19
"spot 597",18,20
"spot 598",18,21
"spot 599",18,22
"spot 600",18,23
"spot 601",18,24
"spot 602",18,25
"spot 603",18,26
"spot 604",18,27
"spot 605",18,28
"spot 606",18,29
"spot 607",18,30
"spot 608",18,31
"spot 609",19,0
"spot 610",19,1
"spot 611",19,2
"spot 612",19,3
"spot 613",19,4
"spot 614",19,5
"spot 615",19,6
"spot 616",19,7
"spot 617",19,8
"spot 618",19,9
"spot 619",19,10
"spot 620",19,11
"spot 621",19,12
"spot 622",19,13
"spot 623",19,14
"spot 624",19,15
"spot 625",19,16
"spot 626",19,17
"spot 627",19,18
"spot 628",19,19
"spot 629",19,20
"spot 630",19,21
"spot 631",19,22
"spot 632",19,23
"spot 633",19,24
"spot 634",19,25
"spot 635",19,26
"spot 636",19,27
"spot 637",19,28
"spot 638",19,29
"spot 639",19,30
"spot 640",19,31
"spot 641",20,0
"spot 642",20,1
"spot 643",20,2
"spot 644",20,3
"spot 645",20,4
"spot 646",20,5
"spot 647",20,6
"spot 648",20,7
"spot 649",20,8
"spot 650",20,9
"spot 651",20,10
"spot 652",20,11
"spot 653",20,12
"spot 654",20,13
"spot 655",20,14
"spot 656",20,15
"spot 657",20,16
"spot 658",20,17
"spot 659",20,18
"spot 660",20,19
"spot 661",20,20
"spot 662",20,21
"spot 663",20,22
"spot 664",20,23
"spot 665",20,24
"spot 666",20,25
"spot 667",20,26
"spot 668",20,27
"spot 669",20,28
"spot 670",20,29
"spot 671",20,30
"spot 672",20,31
"spot 673",21,0
"spot 674",21,1
"spot 675",21,2
"spot 676",21,3
"spot 677",21,4
"spot 678",21,5
"spot 679",21,6
"spot 680",21,7
"spot 681",21,8
"spot 682",21,9
"spot 683",21,10
"spot 684",21,11
"spot 685",21,12
"spot 686",21,13
"spot 687",21,14
"spot 688",21,15
"spot 689",21,16
"spot 690",21,17
"spot 691",21,18
"spot 692",21,19
"spot 693",21,20
"spot 694",21,21
"spot 695",21,22
"spot 696",21,23
"spot 697",21,24
"spot 698",21,25
"spot 699",21,26
"spot 700",21,27
"spot 701",21,28
"spot 702",21,29
"spot 703",21,30
"spot 704",21,31
"spot 705",22,0
"spot 706",22,1
"spot 707",22,2
"spot 708",22,3
"spot 709",22,4
"spot 710",22,5
"spot 711",22,6
"spot 712",22,7
"spot 713",22,8
"spot 714",22,9
"spot 715",22,10
"spot 716",22,11
"spot 717",22,12
"spot 718",22,13
"spot 719",22,14
"spot 720",22,15
"spot 721",22,16
"spot 722",22,17
"spot 723",22,18
"spot 724",22,19
"spot 725",22,20
"spot 726",22,21
"spot 727",22,22
"spot 728",22,23
"spot 729",22,24
"spot 730",22,25
"spot 731",22,26
"spot 732",22,27
"spot 733",22,28
"spot 734",22,29
"spot 735",22,30
"spot 736",22,31
"spot 737",23,0
"spot 738",23,1
"spot 739",23,2
"spot 740",23,3
"spot 741",23,4
"spot 742",23,5
"spot 743",23,6
"spot 744",23,7
"spot 745",23,8
"spot 746",23,9
"spot 747",23,10
"spot 748",23,11
"spot 749",23,12
"spot 750",23,13
"spot 751",23,14
"spot 752",23,15
"spot 753",23,16
"spot 754",23,17
"spot 755",23,18
"spot 756",23,19
"spot 757",23,20
"spot 758",23,21
"spot 759",23,22
"spot 760",23,23
"spot 761",23,24
"spot 762",23,25
"spot 763",23,26
"spot 764",23,27
"spot 765",23,28
"spot 766",23,29
"spot 767",23,30
"spot 768",23,31
"spot 769",24,0
"spot 770",24,1
"spot 771",24,2
"spot 772",24,3
"spot 773",24,4
"spot 774",24,5
"spot 775",24,6
"spot 776",24,7
"spot 777",24,8
"spot 778",24,9
"spot 779",24,10
"spot 780",24,11
"spot 781",24,12
"spot 782",24,13
"spot 783",24,14
"spot 784",24,15
"spot 785",24,16
"spot 786",24,17
"spot 787",24,18
"spot 788",24,19
"spot 789",24,20
"spot 790",24,21
"spot 791",24,22
"spot 792",24,23
"spot 793",24,24
"spot 794",24,25
"spot 795",24,26
"spot 796",24,27
"spot 797",24,28
"spot 798",24,29
"spot 799",24,30
"spot 800",24,31
"spot 801",25,0
"spot 802",25,1
"spot 803",25,2
"spot 804",25,3
"spot 805",25,4
"spot 806",25,5
"spot 807",25,6
"spot 808",25,7
"spot 809",25,8
"spot 810",25,9
"spot 811",25,10
"spot 812",25,11
"spot 813",25,12
"spot 814",25,13
"spot 815",25,14
"spot 816",25,15
"spot 817",25,16
"spot 818",25,17
"spot 819",25,18
"spot 820",25,19
"spot 821",25,20
"spot 822",25,21
"spot 823",25,22
"spot 824",25,23
"spot 825",25,24
"spot 826",25,25
"spot 827",25,26
"spot 828",25,27
"spot 829",25,28
"spot 830",25,29
"spot 831",25,30
"spot 832",25,31
"spot 833",26,0
"spot 834",26,1
"spot 835",26,2
"spot 836",26,3
"spot 837",26,4
"spot 838",26,5
"spot 839",26,6
"spot 840",26,7
"spot 841",26,8
"spot 842",26,9
"spot 843",26,10
"spot 844",26,11
"spot 845",26,12
"spot 846",26,13
"spot 847",26,14
"spot 848",26,15
"spot 849",26,16
"spot 850",26,17
"spot 851",26,18
"spot 852",26,19
"spot 853",26,20
"spot 854",26,21
"spot 855",26,22
"spot 856",26,23
"spot 857",26,24
"spot 858",26,25
"spot 859",26,26
"spot 860",26,27
"spot 861",26,28
"spot 862",26,29
"spot 863",26,30
"spot 864",26,31
"spot 865",27,0
"spot 866",27,1
"spot 867",27,2
"spot 868",27,3
"spot 869",27,4
"spot 870",27,5
"spot 871",27,6
"spot 872",27,7
"spot 873",27,8
"spot 874",27,9
"spot 875",27,10
"spot 876",27,11
"spot 877",27,12
"spot 878",27,13
"spot 879",27,14
"spot 880",27,15
"spot 881",27,16
"spot 882",27,17
"spot 883",27,18
"spot 884",27,19
"spot 885",27,20
"spot 886",27,21
"spot 887",27,22
"spot 888",27,23
"spot 889",27,24
"spot 890",27,25
"spot 891",27,26
"spot 892",27,27
"spot 893",27,28
"spot 894",27,29
"spot 895",27,30
"spot 896",27,31
"spot 897",28,0
"spot 898",28,1
"spot 899",28,2
"spot 900",28,3
"spot 901",28,4
"spot 902",28,5
"spot 903",28,6
"spot 904",28,7
"spot 905",28,8
"spot 906",28,9
"spot 907",28,10
"spot 908",28,11
"spot 909",28,12
"spot 910",28,13
"spot 911",28,14
"spot 912",28,15
"spot 913",28,16
"spot 914",28,17
"spot 915",28,18
"spot 916",28,19
"spot 917",28,20
"spot 918",28,21
"spot 919",28,22
"spot 920",28,23
"spot 921",28,24
"spot 922",28,25
"spot 923",28,26
"spot 924",28,27
"spot 925",28,28
"spot 926",28,29
"spot 927",28,30
"spot 928",28,31
"spot 929",29,0
"spot 930",29,1
"spot 931",29,2
"spot 932",29,3
"spot 933",29,4
"spot 934",29,5
"spot 935",29,6
"spot 936",29,7
"spot 937",29,8
"spot 938",29,9
"spot 939",29,10
"spot 940",29,11
"spot 941",29,12
"spot 942",29,13
"spot 943",29,14
"spot 944",29,15
"spot 945",29,16
"spot 946",29,17
"spot 947",29,18
"spot 948",29,19
"spot 949",29,20
"spot 950",29,21
"spot 951",29,22
"spot 952",29,23
"spot 953",29,24
"spot 954",29,25
"spot 955",29,26
"spot 956",29,27
"spot 957",29,28
"spot 958",29,29
"spot 959",29,30
"spot 960",29,31
"spot 961",30,0
"spot 962",30,1
"spot 963",30,2
"spot 964",30,3
"spot 965",30,4
"spot 966",30,5
"spot 967",30,6
"spot 968",30,7
"spot 969",30,8
"spot 970",30,9
"spot 971",30,10
"spot 972",30,11
"spot 973",30,12
"spot 974",30,13
"spot 975",30,14
"spot 976",30,15
"spot 977",30,16
"spot 978",30,17
"spot 979",30,18
"spot 980",30,19
"spot 981",30,20
"spot 982",30,21
"spot 983",30,22
"spot 984",30,23
"spot 985",30,24
"spot 986",30,25
"spot 987",30,26
"spot 988",30,27
"spot 989",30,28
"spot 990",30,29
"spot 991",30,30
"spot 992",30,31
"spot 993",31,0
"spot 994",31,1
"spot 995",31,2
"spot 996",31,3
"spot 997",31,4
"spot 998",31,5
"spot 999",31,6
"spot 1000",31,7
"spot 1001",31,8
"spot 1002",31,9
"spot 1003",31,10
"spot 1004",31,11
"spot 1005",31,12
"spot 1006",31,13
"spot 1007",31,14
"spot 1008",31,15
"spot 1009",31,16
"spot 1010",31,17
"spot 1011",31,18
"spot 1012",31,19
"spot 1013",31,20
"spot 1014",31,21
"spot 1015",31,22
"spot 1016",31,23
"spot 1017",31,24
"spot 1018",31,25
"spot 1019",31,26
"spot 1020",31,27
"spot 1021",31,28
"spot 1022",31,29
"spot 1023",31,30
"spot 1024",31,31
